rank,image_a,image_b,phash_hamming_distance,ssim_256_gray,same_sha256
1,1-coins/120_1479351606.jpg,1-coins/120_1479351612.jpg,0,0.9939686165911893,False
2,1-coins/120_1479351636.jpg,1-coins/120_1479351642.jpg,0,0.9938767383214386,False
3,1-coins/110_1479347448.jpg,1-coins/110_1479347454.jpg,0,0.993729641215256,False
4,1-coins/175_1479423768.jpg,1-coins/175_1479423774.jpg,0,0.993627471020879,False
5,1-coins/55_1477842114.jpg,1-coins/55_1477842120.jpg,0,0.9935605318126873,False
6,1-coins/170_1479423264.jpg,1-coins/170_1479423270.jpg,0,0.9935563915811071,False
7,1-coins/60_1477845324.jpg,1-coins/60_1477845330.jpg,0,0.993549431790983,False
8,1-coins/115_1479347664.jpg,1-coins/115_1479347670.jpg,0,0.9935146156773643,False
9,1-coins/150_1479430074.jpg,1-coins/150_1479430080.jpg,0,0.9933221145203889,False
10,1-coins/115_1479347616.jpg,1-coins/115_1479347622.jpg,0,0.9933115531188812,False
11,1-coins/110_1479345756.jpg,1-coins/110_1479345762.jpg,0,0.9931778307956187,False
12,1-coins/115_1479350616.jpg,1-coins/115_1479350622.jpg,0,0.9931749267357465,False
13,1-coins/65_1477845840.jpg,1-coins/65_1477845846.jpg,0,0.9931225429503209,False
14,1-coins/140_1479427242.jpg,1-coins/140_1479427248.jpg,0,0.9930831902364525,False
15,1-coins/110_1479345660.jpg,1-coins/110_1479345666.jpg,0,0.9930413257540037,False
16,1-coins/70_1477846788.jpg,1-coins/70_1477846794.jpg,0,0.9930221234232778,False
17,1-coins/150_1477864194.jpg,1-coins/150_1477864200.jpg,0,0.9930100911853864,False
18,1-coins/115_1479348030.jpg,1-coins/115_1479348036.jpg,0,0.9930081850118816,False
19,1-coins/115_1479347634.jpg,1-coins/115_1479347640.jpg,0,0.992964874244575,False
20,1-coins/95_1477857414.jpg,1-coins/95_1477857420.jpg,0,0.9929525267834097,False
21,1-coins/115_1479348336.jpg,1-coins/115_1479348342.jpg,0,0.9929522438048539,False
22,1-coins/105_1479345390.jpg,1-coins/105_1479345396.jpg,0,0.9929396654904202,False
23,1-coins/5_1477290972.jpg,1-coins/5_1477290978.jpg,0,0.9929257361889424,False
